claim_id,policy_id,policy_number,claim_type,claim_date,claim_amount,claim_status,days_to_settle,created_at,updated_at
157a3334-41e6-4944-a30a-5a60d78ad919,33225dd7-644d-4204-a1f1-0f52cc0162d7,POL-0010268,theft,2021-01-06,9582.59,settled,88,2021-01-06 16:49:00,2021-01-06 16:49:00
557ce499-cfb6-4cec-9249-192588307a8f,5feb9a99-6408-41d5-a558-9ceebcdb496f,POL-0024911,accident,2020-05-10,29376.69,settled,97,2020-05-10 14:30:00,2020-05-10 14:30:00
7517cff4-8aca-4db4-8b7e-895e677e5261,99de7ac1-92ea-4031-9488-63ab8c23953a,POL-0014967,weather,2022-11-25,13112.92,settled,82,2022-11-25 12:26:00,2022-11-25 12:26:00
fdfe13ba-ae74-4612-a72a-292f057442cc,ebda80ca-0504-4001-a857-471600de39ac,POL-0013788,accident,2020-06-13,6819.51,settled,149,2020-06-13 18:01:00,2020-06-13 18:01:00
85d8571e-fe78-417e-aaa8-a091ea68d3b9,c02388df-b000-43e3-bada-93adf4481247,POL-0018034,windscreen,2018-10-06,2216.78,settled,177,2018-10-06 12:45:00,2018-10-06 12:45:00
b60a1319-fa82-40a2-a38f-86c2d5ce84ab,55d4f1e9-0282-4362-beeb-96e3283c11c1,POL-0015142,windscreen,2023-08-09,820.98,open,,2023-08-09 17:58:00,2023-08-09 17:58:00
612dd639-975a-438d-ad78-d4b01224c6e4,bd7e6908-2a1e-42c9-9e2e-29719d33c0c4,POL-0006944,accident,2018-08-12,7921.96,settled,77,2018-08-12 18:57:00,2018-08-12 18:57:00
3b2a7434-a541-449b-b416-81b4d992f4ab,4a05f835-dbb9-4326-837f-b5496ba949f5,POL-0001561,weather,2021-09-11,8536.22,settled,41,2021-09-11 16:58:00,2021-09-11 16:58:00
6b3c1fbf-78b3-49a7-b74c-fd934dc3ba97,66b16d6e-0274-46ae-9ab6-f912d136d986,POL-0022600,weather,2022-11-02,14525.43,settled,17,2022-11-02 12:49:00,2022-11-02 12:49:00
ce507864-6252-4f92-8f99-7fd7c60de143,01d43f83-0218-4687-9478-560bf1f04797,POL-0000578,windscreen,2019-11-22,23294.54,settled,25,2019-11-22 17:08:00,2019-11-22 17:08:00
ee44da3a-482e-4586-9429-ecb0db8737ff,24194af0-e1f4-473c-a371-e80e069c5f38,POL-0005069,weather,2020-12-22,2710.11,settled,166,2020-12-22 09:57:00,2020-12-22 09:57:00
f875d6eb-d217-42a6-8551-8f80cb1b27c2,32edcf0d-65b7-4b19-b243-9b835d789af4,POL-0014879,accident,2021-06-29,9903.55,open,,2021-06-29 18:16:00,2021-06-29 18:16:00
62564f36-ec3c-44f4-b8f2-013c57e8fc50,af0002c1-7b05-4fcc-b1bf-963440146e28,POL-0017420,weather,2022-08-17,24435.71,settled,60,2022-08-17 18:14:00,2022-08-17 18:14:00
b75f287a-37db-402a-9073-4c1cdb9c4d4f,6c786839-3331-4068-a33a-b58817cb9b2f,POL-0007532,windscreen,2019-05-21,8801.71,settled,3,2019-05-21 13:43:00,2019-05-21 13:43:00
1e6db602-c12e-4f76-896b-9ab9d3cd0b37,cfbf6051-2af2-4aa3-8f2c-69c2ff6795e0,POL-0020850,windscreen,2021-06-12,26453.72,settled,65,2021-06-12 18:04:00,2021-06-12 18:04:00
9f491557-6701-4ac4-8f8e-33357aae6cd5,49c82ba5-9365-466f-ae27-8cc5b0fb5b22,POL-0024672,fire,2021-06-21,744.25,settled,133,2021-06-21 10:12:00,2021-06-21 10:12:00
b720cad5-57de-464d-af44-9dc6674190e7,124fa381-5b2b-4cf5-8d2d-76a37a6d8687,POL-0022689,accident,2020-10-17,8925.88,settled,175,2020-10-17 18:03:00,2020-10-17 18:03:00
4dbe437f-271b-4325-bec7-fcba2f1a8ba0,834f96a0-af81-4e6e-87d6-81fd234ff7b8,POL-0016593,fire,2020-11-13,5448.09,rejected,,2020-11-13 16:07:00,2020-11-13 16:07:00
8a82aa54-393c-4c40-a922-cf97579b6520,9a41cc05-d8a6-4c0a-8c8d-6631e6d80b86,POL-0020358,theft,2021-01-04,7867.1,settled,123,2021-01-04 09:20:00,2021-01-04 09:20:00
39ebef69-0a03-4ff0-98d2-c3d4d68d67c4,2eb8b667-4015-4ceb-87e6-29cca054d821,POL-0016066,weather,2021-02-20,2830.84,open,,2021-02-20 09:56:00,2021-02-20 09:56:00
c63f4017-2250-4d4b-9430-fc9abb328ee8,daa60445-4a03-4628-bd5c-10dc298f5a8e,POL-0003739,accident,2020-01-27,13758.77,settled,180,2020-01-27 13:22:00,2020-01-27 13:22:00
83ab341a-dc4e-4cc7-a8ec-4264d53635f7,765cd003-8dea-409f-b1cd-71dc07c3355b,POL-0023620,fire,2019-03-03,2095.23,rejected,,2019-03-03 14:07:00,2019-03-03 14:07:00
20626cc2-dc64-4669-ba9e-862256fd50a3,fb607f03-279f-4369-bc51-c153743b7b9e,POL-0019728,accident,2022-08-19,14517.85,settled,155,2022-08-19 16:07:00,2022-08-19 16:07:00
cb3d0e8d-a51c-477a-92b5-c7c0f51180b4,9dffc0cd-afad-41c4-a58e-cbf8f4b8471a,POL-0019635,accident,2022-03-14,17825.44,rejected,,2022-03-14 09:11:00,2022-03-14 09:11:00
b615382c-9422-490b-8800-4514f7c9ceaf,6cc90c95-3f6f-41ae-b29b-910625492526,POL-0017263,theft,2022-06-15,4931.11,open,,2022-06-15 09:32:00,2022-06-15 09:32:00
b7f2241c-3608-44de-9399-5b1aae6ba5f0,67ec61a5-0e7e-49a4-a02c-26dbe5eaa098,POL-0014084,windscreen,2019-02-07,8558.93,open,,2019-02-07 10:07:00,2019-02-07 10:07:00
4ea0a044-7da6-41da-92a1-30e30a8e2f40,a93324bb-6983-4de5-bcc8-7cd2203344ed,POL-0011311,fire,2022-05-12,3381.48,settled,75,2022-05-12 12:36:00,2022-05-12 12:36:00
0a89bed0-3e22-4f3d-966e-7811e9680068,742050df-cda9-4cf8-b2ae-0e609929ba3d,POL-0012775,accident,2021-07-15,12857.33,settled,8,2021-07-15 08:49:00,2021-07-15 08:49:00
14b31ea9-fb56-4d7c-a4ab-0b3886c9a0fa,3358d311-376c-4a7c-a327-a622f96505b0,POL-0014151,theft,2018-07-19,2667.11,settled,39,2018-07-19 17:27:00,2018-07-19 17:27:00
6c6bfdde-9783-4afa-af54-175529db9d7d,859d784a-096f-4117-9b79-07881746b5f0,POL-0023917,accident,2019-09-05,10165.37,settled,175,2019-09-05 10:11:00,2019-09-05 10:11:00
41a73554-4943-41a7-899d-24bf605ea12b,87689656-fcb6-464b-b34c-3f565f4f28e4,POL-0001786,fire,2021-09-21,232.56,rejected,,2021-09-21 16:32:00,2021-09-21 16:32:00
afd453a8-4ce3-40b7-903d-1da46e0e0a21,6b9b735c-10f9-4989-92f4-005090b0ebc6,POL-0021121,weather,2021-11-01,10512.74,settled,37,2021-11-01 17:08:00,2021-11-01 17:08:00
cacfcda4-e3e3-4407-bbe5-8d5112a9c1fb,03e3f5ac-8a7e-4192-8304-96a540c4dc02,POL-0002534,accident,2018-05-02,6443.37,settled,118,2018-05-02 17:10:00,2018-05-02 17:10:00
c02cd1f6-3714-4154-a2ab-4979461cf7fc,0bbe71ff-c5cf-410f-8198-41cf14b89d79,POL-0000321,windscreen,2024-06-30,2797.33,open,,2024-06-30 18:47:00,2024-06-30 18:47:00
28d59aed-0796-40c4-aaf8-03165c09041a,a3043346-695d-4e75-93c1-e450345638ff,POL-0002033,weather,2022-10-12,16760.66,open,,2022-10-12 09:33:00,2022-10-12 09:33:00
99fac37f-293e-4f7f-b9b0-8f9d6c0cb27a,fb40efc1-4f40-4d5d-bc20-0b7cc97ee8b8,POL-0000801,windscreen,2024-02-29,5901.79,rejected,,2024-02-29 18:47:00,2024-02-29 18:47:00
ec4ac4da-92df-49b4-a78f-64e602f094bd,89c94e29-5d47-4ace-bde9-a6a56e5daefc,POL-0000897,fire,2018-11-07,3632.83,open,,2018-11-07 15:48:00,2018-11-07 15:48:00
1840d04d-76ba-4deb-91c4-9fe1b7b69354,80856132-89af-42ab-996c-607bd39fc093,POL-0012268,accident,2019-10-11,2684.32,open,,2019-10-11 12:56:00,2019-10-11 12:56:00
f47c4271-231f-4078-84fc-a0e3476d0f57,70ad8a85-52cf-4938-b18a-e28b5ec4e7b1,POL-0011505,windscreen,2023-03-21,9587.49,open,,2023-03-21 17:37:00,2023-03-21 17:37:00
6c7217ff-ce6b-497a-8699-121a89daaf49,593f6c3a-855a-4e5a-8f57-187c6389b834,POL-0018076,accident,2024-05-05,10840.26,open,,2024-05-05 16:31:00,2024-05-05 16:31:00
b1f78997-f39a-4d9b-a0ce-9d663067eda0,564f217f-f1df-42e9-b16b-bef692d5a290,POL-0016085,theft,2020-12-29,5335.01,open,,2020-12-29 13:18:00,2020-12-29 13:18:00
965c868c-f829-4130-a4a3-38c148d44b02,c28d34cd-c49e-4c75-9ee0-f63b9397c48a,POL-0006356,accident,2024-03-13,1256.75,rejected,,2024-03-13 12:36:00,2024-03-13 12:36:00
101e2612-450d-4187-9f25-0c424ca44ba7,2e0340a5-57db-4356-87d9-203150891004,POL-0006931,accident,2021-05-10,16360.29,open,,2021-05-10 13:10:00,2021-05-10 13:10:00
e097891b-c895-42b8-9635-f96ca5f0e418,bd6464ef-1f61-4916-906e-b9e886984836,POL-0001771,windscreen,2023-12-27,423.55,open,,2023-12-27 11:18:00,2023-12-27 11:18:00
ddbc88db-4ac5-4ce9-89b0-fe7828f82eef,3e47d7ce-a98b-4706-a204-9fea3f7bc526,POL-0017246,weather,2024-05-26,1153.62,settled,104,2024-05-26 16:11:00,2024-05-26 16:11:00
0d187ad4-1b97-480e-adb7-928f4e4a6367,27167336-6e81-4356-a13d-2424c87e7ae7,POL-0001384,accident,2018-11-23,2947.03,open,,2018-11-23 11:14:00,2018-11-23 11:14:00
a5ab78a4-8136-4ae8-828e-af2eed2fd0ee,a21a1613-9859-4d4e-b3d3-516d4e561129,POL-0012635,fire,2022-06-21,1961.08,rejected,,2022-06-21 11:19:00,2022-06-21 11:19:00
839a8639-2c19-43f4-8c7a-f93a03eaa8b6,d116cf40-38f4-43a5-b09b-dcb66ed8cbbb,POL-0004783,accident,2020-12-05,3190.92,open,,2020-12-05 10:59:00,2020-12-05 10:59:00
850912fa-d1d7-4fec-ae75-86bd8f25f90a,ecbd5e11-50ef-4182-8390-e0e6b6d6f004,POL-0009868,fire,2020-07-22,9148.45,open,,2020-07-22 18:27:00,2020-07-22 18:27:00
3493114c-3c46-499b-98ef-1834402a351d,3b8dcd50-7d69-4a34-a969-8f8d68e647dd,POL-0008438,fire,2019-07-26,671.47,settled,67,2019-07-26 11:53:00,2019-07-26 11:53:00
40b7ac51-cbb5-4552-812d-74c1913d6045,373e8976-572b-4197-8091-14e0105af8a1,POL-0004750,accident,2022-09-25,18942.7,open,,2022-09-25 15:12:00,2022-09-25 15:12:00
5bb83b3e-61f5-40e3-984e-31ef71e184cf,17562b09-4564-4fd7-8226-256e7d0ef5b5,POL-0018907,weather,2019-03-09,18565.56,open,,2019-03-09 10:35:00,2019-03-09 10:35:00
ced31829-cc95-4470-b15f-521e71397fee,cb8cfe34-4c6a-4cd7-acab-ed5fa0367820,POL-0024267,fire,2023-08-29,3104.52,rejected,,2023-08-29 11:10:00,2023-08-29 11:10:00
98ceb3c0-12da-4200-9a25-be3c71f2c0e3,391b2d01-294e-45d8-b312-30163702c6ea,POL-0019140,accident,2023-11-30,3051.9,open,,2023-11-30 15:44:00,2023-11-30 15:44:00
cdea7273-391d-4250-b779-c5af35bbcd58,93ea05d5-2a44-43e9-abe3-853289ae52ae,POL-0022831,fire,2022-01-21,4779.76,settled,180,2022-01-21 08:33:00,2022-01-21 08:33:00
0f285076-e398-4dbd-86a1-060e0ddad1d9,9235ffdd-d227-4e76-867d-a452dfaa1bd1,POL-0011274,accident,2020-04-10,3842.83,open,,2020-04-10 12:07:00,2020-04-10 12:07:00
16461a32-f829-4a8c-a5eb-cc2ae0706dce,3da9f571-eaac-4386-b446-0d074a7390f0,POL-0003439,weather,2022-07-19,10842.3,rejected,,2022-07-19 10:00:00,2022-07-19 10:00:00
457c78a3-54bc-4703-ada6-31c18600fefd,35679837-1f7a-44a7-bba4-0c496dbaa6ee,POL-0017241,weather,2018-09-06,4205.1,settled,9,2018-09-06 12:07:00,2018-09-06 12:07:00
22a5993f-6028-4bd8-8f2f-827c5a4d91f9,0f9e33df-e326-4f70-bce6-a14fbaf01ead,POL-0021993,weather,2023-11-18,3376.32,settled,22,2023-11-18 11:14:00,2023-11-18 11:14:00
98d49fad-c31b-4f34-8716-be2758cbf792,107177f0-d778-415d-b9c8-60269bd72722,POL-0020933,weather,2024-07-03,25109.63,open,,2024-07-03 16:27:00,2024-07-03 16:27:00
1256f7d0-756f-4ad0-aca7-060bb3ea3506,6c7da0a8-133c-4218-acf7-97231545cb52,POL-0003709,fire,2020-08-15,17850.86,open,,2020-08-15 18:45:00,2020-08-15 18:45:00
1ab0e6d6-c00b-411e-9b0b-5f12b7043fcd,1179db62-0930-4ec6-99fd-6db1f0755279,POL-0002167,weather,2021-04-06,5435.9,settled,161,2021-04-06 13:51:00,2021-04-06 13:51:00
439854f4-eb86-412b-9c12-8e8b000a6855,b428ddbb-da21-4756-8d9a-9535c662044c,POL-0004252,accident,2023-11-06,2304.61,open,,2023-11-06 08:53:00,2023-11-06 08:53:00
e4662674-a14b-4265-bbca-d55a5e36a771,114cb539-3c79-49bd-96b7-88462f810f7a,POL-0016014,windscreen,2021-12-12,11815.41,settled,91,2021-12-12 09:02:00,2021-12-12 09:02:00
b2363256-1dfa-4464-b8fc-8e1be8437918,381fa48c-3c77-46e6-8f50-e99b3402e1c3,POL-0004990,accident,2019-02-02,3177.59,open,,2019-02-02 14:19:00,2019-02-02 14:19:00
65988f0a-c74c-40ec-afca-32ed474e34dd,d8131371-94ae-4286-a3ce-cf44ec6f2d60,POL-0000351,fire,2021-08-13,30342.02,settled,85,2021-08-13 13:36:00,2021-08-13 13:36:00
566f38dc-0dcd-4ea9-a8e8-bca8cc0995c2,324b11a0-1f3b-4861-afc3-0d1b9354f422,POL-0016954,fire,2019-07-25,424.65,rejected,,2019-07-25 12:26:00,2019-07-25 12:26:00
376147ad-7977-454d-9a2c-436d3cb17a2e,0cf68c76-4b60-4821-aceb-45c383239180,POL-0019771,windscreen,2020-03-07,5020.37,rejected,,2020-03-07 16:09:00,2020-03-07 16:09:00
e1a0eacc-ffd2-4427-814a-661ce5064c78,1aa46d87-e451-409d-ae4c-da96a3fa3167,POL-0000140,theft,2019-05-01,4661.2,settled,130,2019-05-01 17:36:00,2019-05-01 17:36:00
9c7df2e0-a320-4a93-b3e6-15117551cc93,ab44a2d8-49be-4b63-a8ab-e54afca742c4,POL-0008622,fire,2018-11-09,6630.73,open,,2018-11-09 17:46:00,2018-11-09 17:46:00
e0a60002-55e7-4b95-96db-d76ed377d157,819a3395-c941-40fd-be14-e863d8e54555,POL-0002470,accident,2020-09-27,27681.75,settled,27,2020-09-27 12:45:00,2020-09-27 12:45:00
531727da-89fc-4aa6-9a68-a5cf3c026464,46cb7386-8cfc-48c1-b891-a97b08b85916,POL-0019610,accident,2020-05-14,25844.66,settled,142,2020-05-14 11:39:00,2020-05-14 11:39:00
88d10c41-691a-44e0-9fb1-df6faddfec8f,c373e9e2-4829-4b35-9ab7-dc58f25e8fb0,POL-0016531,fire,2021-03-04,17306.06,open,,2021-03-04 12:04:00,2021-03-04 12:04:00
e3b3e8af-5c56-4000-9560-12ddf31d504d,7d3897e5-0776-45d8-a039-74aa8ffae067,POL-0003457,accident,2023-11-13,3478.22,open,,2023-11-13 16:02:00,2023-11-13 16:02:00
36cab1d0-d8f1-48ef-9c38-57aa3a6df321,620abef7-0953-4402-a960-af6ecdb9e149,POL-0012699,windscreen,2024-08-26,6274.21,settled,28,2024-08-26 17:36:00,2024-08-26 17:36:00
e9cc0644-9737-4555-a2f1-b949bc3f69bf,8becc8b6-fa32-4f23-86e8-1432c56f0d3b,POL-0009740,theft,2020-10-21,3351.87,settled,136,2020-10-21 15:03:00,2020-10-21 15:03:00
bd8f0b65-9b13-4c5d-a10a-18d107c9a1fc,b830e82e-c34e-44ad-b90c-b1b71e87f433,POL-0024313,weather,2024-08-28,4646.43,settled,61,2024-08-28 13:17:00,2024-08-28 13:17:00
d95caae5-4622-47e1-812d-3953e7124899,2aaf5470-74ea-431b-beb8-34e3d6d86297,POL-0006789,weather,2019-07-26,6472.22,rejected,,2019-07-26 17:19:00,2019-07-26 17:19:00
32acfb42-c379-495b-b66d-cc60b43dbfe9,78bf2c19-8bc7-4fec-9dc3-424161204720,POL-0004674,theft,2020-04-01,16204.17,open,,2020-04-01 13:50:00,2020-04-01 13:50:00
a50c1204-8b24-4a14-8154-8389d0244724,e2fc218e-a96a-4a51-8b57-078fee879aed,POL-0022782,accident,2022-07-31,12771.51,settled,87,2022-07-31 16:40:00,2022-07-31 16:40:00
d04c3f15-545a-461e-aa7d-afe20c16e0b9,06f710bb-248d-4b96-8a71-8c9c3cfdd6ae,POL-0015873,accident,2021-08-31,27172.02,settled,82,2021-08-31 12:47:00,2021-08-31 12:47:00
0a959a20-cce5-444c-895d-96017981543b,dd43affe-04d1-4527-91a8-81183955f444,POL-0000952,theft,2022-03-15,4598.7,rejected,,2022-03-15 18:33:00,2022-03-15 18:33:00
7309208e-c8d8-42ed-95dd-1d4ae2ef18cb,5b5cdd54-a050-4303-92cd-b060d5d76a60,POL-0010640,accident,2020-06-14,2159.63,settled,11,2020-06-14 08:16:00,2020-06-14 08:16:00
ded43730-cd56-4ff9-aef5-dbcffa19ffb7,9e3bf0e8-95af-48a0-9c79-55924f144d12,POL-0017423,accident,2023-11-23,19440.58,open,,2023-11-23 18:57:00,2023-11-23 18:57:00
218765b3-5b93-4354-95b6-546eef42f379,0daa0ed4-ad0f-47e5-92b8-e175e6dd56b4,POL-0003442,accident,2020-06-29,588.87,rejected,,2020-06-29 15:08:00,2020-06-29 15:08:00
2c36a6fd-fabb-42b4-a261-c5ea42087d1d,4782580b-65ca-4d02-acfa-3e6dc8a600aa,POL-0008185,weather,2021-06-23,3870.36,rejected,,2021-06-23 15:16:00,2021-06-23 15:16:00
9462fe49-a679-4586-a5c2-43f44148379d,ce715042-e840-4739-8a4f-e4e568c32265,POL-0018156,weather,2021-01-21,5001.89,settled,96,2021-01-21 11:44:00,2021-01-21 11:44:00
076c1586-9b77-4602-94b7-ef0696233b78,a9b6b84b-e544-4f5e-88e3-ecffab7f2bc0,POL-0017041,accident,2018-12-29,2525.82,open,,2018-12-29 18:55:00,2018-12-29 18:55:00
d7349326-f0d3-4a18-81c2-d6f27eb52ece,ccc10bb0-8c66-43aa-bfec-93a583bd0e60,POL-0005918,fire,2023-11-22,12930.32,settled,134,2023-11-22 15:31:00,2023-11-22 15:31:00
523d2ea5-9cf9-41ab-a2bb-f58a8c240ca8,eb0f0544-d6c9-407e-8322-660e311cec2c,POL-0013834,accident,2021-05-23,21617.2,open,,2021-05-23 08:47:00,2021-05-23 08:47:00
1bd11b09-dc56-4026-a038-05e1a08c7f7d,9092288a-8dc1-49e0-84d3-508fba38e53c,POL-0010016,theft,2020-12-21,328.26,rejected,,2020-12-21 12:12:00,2020-12-21 12:12:00
d9a305c6-9b33-4536-8231-bb0160a3884c,cf92ae85-65ec-4fb7-b73e-2e0b2d1d88f4,POL-0013164,accident,2024-05-05,28194.89,settled,32,2024-05-05 11:09:00,2024-05-05 11:09:00
579e9f5f-d84d-4112-91a3-23a2c7d0a6b6,c63790c4-f76b-463a-a570-efacba9a96e4,POL-0012840,windscreen,2023-12-12,1415.55,rejected,,2023-12-12 10:29:00,2023-12-12 10:29:00
1b1b77f5-da42-4d3b-9c5a-8b32d2fb73d6,9767c57c-55dc-4160-8ce1-d4ffe3a8bc83,POL-0018093,weather,2023-01-13,2115.89,rejected,,2023-01-13 15:15:00,2023-01-13 15:15:00
